-0.07;0.32;0.70;-236.57;-0.06;6.84
-0.04;0.42;0.68;-258.42;-3.72;15.56
-0.05;0.53;0.71;-274.72;-10.44;18.55
-0.06;0.52;0.71;-284.55;-17.46;20.87
-0.06;0.57;0.70;-292.72;-21.73;21.61
-0.11;0.63;0.69;-300.48;-20.08;19.23
-0.09;0.76;0.68;-304.50;-14.53;17.88
-0.07;0.89;0.67;-301.27;-9.40;15.44
-0.04;0.92;0.65;-289.61;-6.71;12.39
-0.08;0.82;0.59;-279.36;-5.80;9.28
-0.14;0.77;0.52;-281.80;-3.23;2.93
-0.09;0.77;0.46;-296.57;-0.98;1.83
-0.07;0.67;0.33;-317.69;0.79;7.51
-0.03;0.76;0.22;-349.79;0.43;13.24
0.01;0.89;0.16;-380.80;-3.91;15.81
0.02;1.02;0.15;-398.74;-15.63;20.02
-0.06;1.00;0.10;-402.28;-29.60;24.41
-0.12;1.05;0.04;-398.07;-38.21;30.46
-0.16;1.02;-0.02;-389.04;-41.69;35.40
-0.18;0.97;-0.09;-378.36;-40.16;37.54
-0.19;0.91;-0.15;-371.89;-36.80;37.72
-0.21;0.85;-0.22;-368.96;-31.68;37.60
-0.18;0.87;-0.32;-370.30;-27.65;37.29
-0.12;0.96;-0.35;-369.51;-28.14;33.87
-0.12;1.09;-0.38;-351.81;-32.17;31.25
-0.13;1.19;-0.40;-314.82;-34.67;29.24
-0.15;1.11;-0.46;-263.55;-34.61;27.47
-0.13;0.99;-0.57;-212.46;-33.20;28.38
-0.12;0.91;-0.65;-170.84;-30.46;32.04
-0.15;0.82;-0.69;-139.40;-26.37;38.57
-0.17;0.74;-0.71;-118.04;-20.87;44.13
-0.14;0.71;-0.73;-106.51;-14.65;48.34
-0.12;0.70;-0.74;-97.66;-9.46;49.62
-0.10;0.75;-0.72;-91.43;-6.35;50.17
-0.11;0.77;-0.72;-82.15;-5.55;48.22
-0.14;0.72;-0.71;-73.00;-5.37;47.36
-0.13;0.72;-0.69;-69.15;-5.00;46.51
-0.13;0.72;-0.68;-66.22;-5.43;44.19
-0.14;0.75;-0.67;-60.24;-7.87;40.28
-0.14;0.78;-0.66;-50.17;-12.33;35.71
-0.20;0.73;-0.65;-36.99;-16.66;32.65
-0.25;0.74;-0.64;-30.03;-17.33;30.52
-0.25;0.81;-0.63;-28.50;-14.71;25.51
-0.24;0.88;-0.61;-26.43;-11.47;19.23
-0.22;0.94;-0.60;-21.06;-9.70;13.24
-0.20;0.99;-0.59;-10.93;-9.52;9.52
-0.22;0.97;-0.59;4.27;-10.38;7.39
-0.24;0.93;-0.59;21.55;-11.05;6.29
-0.24;0.93;-0.59;35.64;-10.68;4.33
-0.22;0.94;-0.59;47.06;-8.91;2.38
-0.20;0.94;-0.60;58.65;-8.18;-0.98
-0.17;0.95;-0.59;69.27;-7.26;-4.15
-0.14;0.96;-0.58;80.14;-7.45;-7.81
-0.12;0.95;-0.57;90.94;-9.28;-12.51
-0.12;0.95;-0.57;101.20;-12.27;-16.66
-0.12;0.92;-0.56;111.02;-16.05;-19.65
-0.12;0.90;-0.55;119.81;-19.78;-21.79
-0.13;0.89;-0.55;127.81;-22.09;-24.05
-0.15;0.89;-0.54;135.74;-21.61;-26.55
-0.21;0.85;-0.54;143.49;-17.76;-28.63
-0.25;0.80;-0.53;148.56;-9.64;-28.56
-0.22;0.86;-0.50;148.80;0.73;-26.31
-0.20;0.90;-0.48;150.88;10.86;-24.90
-0.19;0.85;-0.45;156.92;18.98;-23.68
-0.15;0.83;-0.43;162.05;23.74;-20.69
-0.12;0.89;-0.41;164.06;24.96;-18.37
-0.13;0.96;-0.38;168.82;24.60;-18.55
-0.15;0.99;-0.37;178.34;24.60;-20.45
-0.15;1.03;-0.35;190.67;25.51;-21.79
-0.14;1.07;-0.33;203.86;27.77;-22.22
-0.15;1.05;-0.31;218.02;29.72;-21.42
-0.14;1.05;-0.27;230.59;32.17;-18.13
-0.12;1.04;-0.23;240.23;34.48;-13.12
-0.09;1.04;-0.19;247.80;35.22;-8.06
-0.04;1.10;-0.16;254.27;31.43;-3.23
-0.04;1.13;-0.14;266.60;23.74;-0.98
-0.08;1.10;-0.12;285.40;15.63;-0.06
-0.12;1.10;-0.10;305.48;9.16;0.43
-0.16;1.12;-0.07;326.05;6.59;0.55
-0.19;1.16;-0.01;348.63;8.54;1.77
-0.19;1.16;0.05;372.74;13.43;4.39
-0.17;1.08;0.07;395.69;17.27;7.39
-0.13;0.95;0.11;412.48;18.74;11.47
-0.10;0.79;0.16;416.26;18.19;15.38
-0.13;0.67;0.24;406.49;16.11;16.42
-0.17;0.64;0.34;389.59;15.81;16.05
-0.21;0.58;0.45;371.83;18.80;15.44
-0.23;0.58;0.56;354.61;25.27;15.69
-0.22;0.59;0.62;341.19;33.81;15.08
-0.20;0.45;0.66;332.52;43.76;13.85
-0.17;0.32;0.67;318.85;52.12;14.04
-0.09;0.27;0.70;297.55;56.76;14.65
-0.03;0.22;0.74;272.22;55.66;12.70
0.01;0.24;0.80;247.50;48.03;10.44
0.02;0.31;0.86;232.06;34.12;8.97
-0.03;0.27;0.89;227.91;18.80;7.51
-0.07;0.20;0.92;227.78;7.51;8.73
-0.09;0.16;0.96;225.46;2.38;11.05
-0.10;0.16;0.97;222.17;1.04;13.55
-0.10;0.13;1.00;218.87;2.87;14.89
-0.10;0.09;1.02;216.37;7.39;15.50
-0.08;0.02;1.03;211.24;14.53;15.44
-0.06;-0.03;1.03;201.60;21.85;16.60
-0.01;-0.02;1.03;186.58;28.81;17.82
0.01;-0.04;1.04;169.92;31.80;17.09
