0.06;-0.25;1.04;95.40;-3.85;4.82
0.07;-0.20;1.05;81.42;-4.82;4.70
0.07;-0.14;1.04;73.06;-6.16;2.75
0.06;-0.18;1.02;72.14;-8.67;-0.24
0.04;-0.25;1.00;69.95;-10.56;-2.26
0.03;-0.28;1.01;62.50;-10.50;-3.91
0.02;-0.25;1.01;52.61;-8.12;-5.31
0.02;-0.24;1.01;44.68;-5.31;-7.39
0.02;-0.24;1.02;39.73;-3.05;-8.54
0.03;-0.18;1.02;36.87;-1.59;-8.42
0.04;-0.17;1.00;38.21;-2.01;-8.61
0.04;-0.21;0.99;41.81;-4.15;-8.42
0.04;-0.21;0.96;43.58;-6.90;-7.75
0.02;-0.26;0.93;43.33;-10.86;-7.20
0.01;-0.30;0.92;39.06;-14.40;-5.92
-0.01;-0.30;0.93;30.94;-16.11;-4.39
-0.03;-0.30;0.94;22.77;-15.26;-3.30
-0.04;-0.29;0.95;15.63;-12.02;-2.69
-0.04;-0.30;0.96;9.09;-7.63;-2.69
-0.03;-0.31;0.97;3.36;-2.44;-2.99
-0.01;-0.30;0.97;-1.34;1.95;-3.48
0.01;-0.27;0.98;-3.36;4.09;-4.03
0.01;-0.26;0.97;-1.83;2.99;-4.33
0.00;-0.25;0.97;1.83;0.12;-4.76
-0.01;-0.24;0.96;6.77;-2.20;-4.76
-0.02;-0.25;0.95;12.21;-3.36;-4.27
-0.03;-0.28;0.96;16.78;-3.23;-3.48
-0.02;-0.30;0.98;17.70;-1.53;-2.44
-0.01;-0.31;1.00;15.75;0.61;-1.83
0.00;-0.33;1.02;11.41;2.44;-1.77
0.01;-0.34;1.02;5.37;3.48;-1.34
0.01;-0.34;1.03;-0.92;3.85;-0.12
0.01;-0.34;1.03;-7.08;3.42;1.10
0.02;-0.29;1.03;-12.21;2.08;2.38
0.01;-0.28;1.02;-13.98;0.49;2.69
0.00;-0.28;1.02;-13.49;-0.73;2.69
0.01;-0.26;1.01;-12.15;-1.34;2.38
0.01;-0.27;1.00;-9.89;-1.71;1.65
0.01;-0.26;1.00;-7.69;-2.87;0.55
0.01;-0.28;0.99;-6.10;-4.15;-0.18
0.00;-0.32;0.99;-6.96;-5.13;-0.67
0.00;-0.34;0.97;-11.78;-5.62;-0.85
0.00;-0.36;0.95;-20.39;-5.86;-0.73
0.00;-0.39;0.94;-32.90;-5.86;-0.49
0.00;-0.38;0.94;-49.62;-5.49;0.00
0.00;-0.35;0.94;-68.05;-5.00;-0.18
0.00;-0.34;0.95;-85.33;-4.58;-1.04
0.01;-0.31;0.96;-102.48;-4.52;-1.65
0.02;-0.24;0.97;-117.31;-4.64;-2.14
0.02;-0.18;0.99;-126.77;-5.25;-3.05
0.02;-0.13;1.01;-130.80;-5.80;-4.39
0.02;-0.10;1.02;-130.37;-6.47;-5.92
0.02;-0.06;1.01;-128.30;-7.26;-7.69
0.01;-0.02;1.00;-125.61;-9.16;-9.64
-0.00;-0.01;0.97;-122.92;-11.47;-11.66
-0.03;-0.10;0.95;-123.96;-12.76;-12.88
-0.04;-0.07;0.92;-133.54;-12.39;-12.02
-0.03;-0.00;0.90;-147.16;-11.47;-10.80
-0.02;0.02;0.89;-158.57;-11.11;-10.56
-0.02;0.03;0.88;-171.87;-10.38;-10.07
-0.01;0.12;0.89;-185.91;-9.40;-10.31
-0.01;0.23;0.91;-194.03;-8.24;-12.15
-0.02;0.29;0.93;-194.70;-6.77;-13.85
-0.04;0.27;0.92;-191.35;-4.52;-14.16
-0.05;0.30;0.89;-190.00;-1.34;-12.76
-0.15;0.24;0.87;-192.81;2.75;-11.90
0.02;0.41;0.85;-200.26;4.76;-4.27
-0.04;0.30;0.80;-202.70;1.16;8.73
-0.09;0.30;0.74;-214.90;1.89;3.05
