-0.33;0.64;-0.70;-105.29;-12.39;15.63
-0.28;0.74;-0.71;-97.72;-4.46;16.36
-0.19;0.75;-0.75;-83.68;-0.43;16.48
-0.16;0.72;-0.76;-66.77;-2.08;16.54
-0.16;0.71;-0.80;-52.80;-5.86;14.83
-0.16;0.70;-0.80;-42.30;-10.44;9.40
-0.18;0.73;-0.83;-33.20;-14.22;-0.61
-0.23;0.58;-0.86;-21.48;-16.66;-12.33
-0.21;0.57;-0.84;-21.36;-13.79;-18.74
-0.21;0.74;-0.85;-27.71;-8.91;-19.90
-0.28;0.67;-0.85;-17.76;-3.78;-18.55
-0.26;0.62;-0.82;-9.22;4.76;-16.91
-0.20;0.70;-0.80;-7.14;14.34;-18.01
-0.19;0.79;-0.80;-0.73;21.36;-18.25
-0.16;0.83;-0.79;12.82;23.93;-16.17
-0.14;0.80;-0.78;28.26;22.71;-14.83
-0.15;0.77;-0.76;38.88;19.90;-13.55
-0.12;0.78;-0.76;43.21;16.17;-12.63
-0.11;0.83;-0.75;47.12;11.05;-11.90
-0.14;0.85;-0.74;56.58;5.55;-10.74
-0.14;0.84;-0.74;71.90;1.46;-11.54
-0.11;0.92;-0.75;91.37;-0.73;-13.67
-0.09;0.96;-0.76;120.54;-1.46;-16.60
-0.10;0.93;-0.76;157.53;-2.20;-21.24
-0.09;0.89;-0.75;191.16;-1.95;-22.83
-0.12;0.81;-0.73;217.59;-1.40;-23.38
-0.14;0.80;-0.70;233.70;0.92;-25.63
-0.13;0.83;-0.65;242.13;3.23;-29.97
-0.11;0.93;-0.61;248.11;4.39;-34.24
-0.12;1.09;-0.57;260.13;3.60;-38.94
-0.17;1.22;-0.54;284.30;4.33;-43.70
-0.20;1.20;-0.52;320.62;8.54;-47.61
-0.23;1.00;-0.56;356.02;15.32;-50.29
-0.22;0.76;-0.54;370.91;24.54;-46.63
-0.20;0.66;-0.48;357.79;36.38;-38.88
-0.15;0.70;-0.41;330.20;44.62;-32.90
-0.11;0.74;-0.33;304.26;46.63;-28.26
-0.09;0.92;-0.26;286.44;44.43;-24.29
-0.10;1.16;-0.19;285.71;39.49;-22.34
-0.15;1.26;-0.17;307.86;35.34;-22.58
-0.13;1.25;-0.19;343.63;36.25;-21.24
-0.05;1.08;-0.19;374.02;38.15;-15.93
-0.02;0.89;-0.11;385.62;34.24;-5.62
-0.06;0.85;0.02;378.30;30.15;4.39
-0.13;0.95;0.16;366.15;27.65;10.50
-0.16;1.13;0.26;365.42;24.90;16.24
-0.15;1.25;0.29;385.38;22.77;21.73
-0.15;1.19;0.25;421.81;23.07;25.09
-0.17;0.91;0.25;453.92;25.94;26.12
-0.14;0.62;0.26;465.09;31.86;26.61
-0.11;0.44;0.34;447.14;38.33;24.11
-0.09;0.29;0.40;411.68;40.53;18.74
-0.08;0.25;0.51;369.08;36.68;13.12
-0.13;0.29;0.63;331.91;28.81;10.19
-0.17;0.43;0.72;310.67;19.35;13.49
-0.16;0.45;0.75;308.41;11.78;20.87
-0.14;0.37;0.79;313.78;8.06;29.60
-0.11;0.30;0.83;316.77;10.68;35.34
-0.15;0.12;0.87;311.71;17.27;34.36
-0.17;-0.08;0.91;290.10;25.76;33.14
-0.16;-0.16;0.93;252.75;36.13;31.92
-0.12;-0.09;0.92;211.06;46.20;27.34
-0.11;0.02;0.91;176.88;53.59;23.19
-0.07;0.05;0.90;157.17;56.58;22.89
-0.03;0.04;0.88;147.52;54.69;26.18
0.02;0.06;0.89;140.75;49.01;32.04
0.07;0.07;0.94;133.91;39.49;36.68
0.10;0.09;0.97;129.27;26.37;38.39
0.10;0.05;1.00;128.05;12.45;35.58
0.04;-0.02;1.01;126.04;1.40;28.93
-0.01;-0.08;1.02;120.00;-3.05;23.19
-0.03;-0.10;1.02;109.31;-0.79;17.94
-0.03;-0.09;1.02;97.47;5.13;14.71
-0.03;-0.08;1.04;86.91;11.90;12.39
0.00;-0.03;1.06;79.41;17.27;9.52
0.03;-0.01;1.07;77.76;19.84;5.86
0.04;-0.10;1.06;80.26;18.68;2.50
0.05;-0.17;1.05;77.21;16.05;2.08
0.10;-0.16;1.02;67.08;12.45;4.70
0.14;-0.05;1.01;56.34;4.09;5.55
0.12;-0.08;1.00;53.71;-7.93;5.43
0.08;-0.11;0.98;54.63;-19.78;5.25
0.04;-0.17;0.97;53.65;-28.93;5.31
0.00;-0.22;0.96;49.68;-34.36;5.74
-0.01;-0.20;0.96;43.27;-35.95;5.98
-0.04;-0.22;0.96;37.54;-35.95;4.46
-0.08;-0.22;0.97;32.96;-32.47;2.08
-0.11;-0.22;0.99;30.15;-25.21;-0.61
-0.13;-0.24;0.99;30.27;-15.01;-2.01
-0.11;-0.25;0.98;29.54;-5.07;-1.34
-0.10;-0.25;0.98;28.14;3.05;-0.85
-0.07;-0.27;0.98;26.31;8.79;-0.92
-0.04;-0.23;1.00;23.99;11.05;-0.92
-0.04;-0.25;1.00;23.86;10.01;-0.98
-0.05;-0.28;1.00;23.07;7.63;-0.85
-0.05;-0.29;0.99;18.01;6.04;-1.34
-0.05;-0.32;0.98;10.31;5.62;-2.81
-0.04;-0.30;0.97;0.00;6.16;-4.15
-0.04;-0.29;0.98;-9.22;5.74;-5.19
-0.04;-0.26;0.98;-15.87;4.27;-6.16
-0.03;-0.24;0.99;-18.92;2.44;-6.59
-0.04;-0.28;1.00;-20.02;0.18;-6.65
-0.04;-0.25;1.00;-22.52;-1.22;-5.13
-0.04;-0.27;1.00;-24.17;-3.23;-3.23
-0.04;-0.33;0.97;-27.65;-5.74;-0.61
-0.06;-0.42;0.95;-38.09;-8.24;1.10
-0.06;-0.43;0.94;-57.62;-8.24;1.16
-0.05;-0.40;0.93;-83.37;-7.14;0.98
