-0.22;0.52;-0.84;-34.67;-19.71;-2.01
-0.23;0.57;-0.81;-39.18;-12.45;-1.71
-0.18;0.66;-0.84;-42.36;-5.86;1.71
-0.09;0.80;-0.88;-38.57;-1.22;5.43
-0.02;0.73;-0.87;-23.80;1.46;7.51
0.00;0.63;-0.90;-10.80;-4.70;7.63
-0.06;0.58;-0.92;-4.15;-13.06;7.57
-0.11;0.63;-0.92;-2.38;-17.46;7.20
-0.16;0.64;-0.91;4.39;-16.91;5.19
-0.19;0.59;-0.88;15.20;-11.84;2.99
-0.16;0.58;-0.85;23.32;-4.03;1.22
-0.13;0.52;-0.83;31.31;1.65;-0.73
-0.15;0.46;-0.82;37.72;3.48;0.18
-0.15;0.41;-0.83;38.51;5.13;3.54
-0.15;0.42;-0.82;34.18;7.02;6.10
-0.16;0.49;-0.79;28.87;8.67;8.36
-0.23;0.52;-0.80;28.81;10.50;9.77
-0.26;0.57;-0.76;31.13;15.20;8.91
-0.19;0.60;-0.79;35.58;20.39;6.96
-0.13;0.58;-0.80;46.20;21.67;3.11
-0.11;0.61;-0.79;56.58;19.17;-0.12
-0.14;0.63;-0.78;70.07;13.85;-0.98
-0.17;0.67;-0.78;85.45;8.24;0.61
-0.20;0.75;-0.79;102.60;4.88;3.85
-0.22;0.84;-0.79;124.51;4.82;5.19
-0.23;0.86;-0.79;151.43;6.47;3.60
-0.22;0.81;-0.79;177.98;7.87;-0.43
-0.21;0.75;-0.78;199.04;8.73;-5.55
-0.21;0.78;-0.74;212.65;9.70;-12.51
-0.24;0.85;-0.71;225.10;10.38;-22.09
-0.27;0.82;-0.70;240.17;11.78;-32.96
-0.26;0.79;-0.65;252.01;14.53;-40.41
-0.26;0.80;-0.60;258.91;19.35;-45.84
-0.27;0.83;-0.63;265.08;26.92;-51.70
-0.24;0.82;-0.60;273.01;35.34;-55.18
-0.22;0.86;-0.56;279.60;43.21;-53.83
-0.19;0.92;-0.54;285.40;50.29;-52.25
-0.17;0.86;-0.56;292.54;54.44;-48.28
-0.12;0.73;-0.51;292.85;52.86;-37.11
-0.09;0.83;-0.39;280.21;48.83;-21.30
-0.11;1.04;-0.34;272.34;43.33;-11.54
-0.19;1.15;-0.32;279.97;38.15;-7.08
-0.22;1.27;-0.26;299.93;36.32;-1.83
-0.25;1.41;-0.19;331.05;39.06;3.36
-0.26;1.45;-0.18;373.60;44.68;6.53
-0.23;1.34;-0.20;414.73;54.57;8.00
-0.12;1.03;-0.28;440.55;60.91;10.07
-0.01;0.63;-0.21;435.18;61.10;16.78
-0.03;0.54;-0.00;393.37;52.43;26.31
-0.13;0.69;0.21;341.37;37.72;29.54
-0.22;0.87;0.33;308.17;24.41;27.83
-0.28;0.91;0.41;301.15;16.30;26.37
-0.32;0.98;0.46;310.30;12.08;28.75
-0.34;1.05;0.50;332.09;13.00;33.26
-0.33;1.08;0.54;365.36;20.39;38.39
-0.30;0.98;0.49;402.83;30.88;40.59
-0.23;0.70;0.37;430.18;41.63;38.64
-0.14;0.34;0.32;429.38;50.29;36.80
-0.08;0.04;0.41;394.10;53.10;34.06
-0.08;-0.13;0.57;334.66;47.67;28.20
-0.09;0.10;0.71;272.16;35.58;21.85
-0.15;0.28;0.79;234.99;21.61;19.29
-0.24;0.32;0.81;225.04;12.57;24.60
-0.27;0.35;0.85;225.46;13.24;33.45
-0.21;0.42;0.86;231.57;20.14;41.50
-0.14;0.28;0.84;238.65;26.61;42.11
-0.13;0.12;0.84;236.82;31.68;35.16
-0.12;-0.03;0.87;218.69;34.67;22.77
-0.11;-0.16;0.89;189.39;34.36;9.40
-0.11;-0.19;0.92;155.52;32.65;0.24
-0.11;-0.20;0.94;123.47;28.26;-5.19
-0.11;-0.12;0.96;97.35;22.83;-8.18
-0.09;0.00;0.98;79.77;17.03;-8.85
-0.07;0.11;0.98;75.62;9.52;-8.91
-0.06;0.17;0.97;82.34;0.61;-10.25
-0.10;0.11;0.96;96.25;-8.73;-10.50
-0.14;0.01;0.96;107.12;-16.48;-7.45
-0.18;-0.10;0.96;107.30;-18.43;-3.30
-0.20;-0.17;0.98;94.24;-13.92;1.71
-0.20;-0.18;1.01;71.78;-4.70;5.86
-0.17;-0.13;1.02;46.08;6.59;6.77
-0.13;-0.07;1.02;24.84;16.17;4.76
-0.09;0.00;1.03;12.02;20.51;1.53
-0.08;0.02;1.04;8.30;19.10;-1.71
-0.06;0.06;1.05;11.17;14.47;-2.44
-0.08;0.08;1.06;17.82;7.39;-2.32
-0.10;0.05;1.03;26.73;-0.31;-0.98
-0.14;-0.03;1.01;32.29;-5.74;0.92
-0.16;-0.08;1.00;30.21;-8.30;3.97
-0.15;-0.08;1.00;21.85;-8.42;6.41
-0.15;-0.09;0.99;11.90;-7.39;7.02
-0.15;-0.11;1.00;2.26;-6.16;5.43
-0.15;-0.08;1.01;-8.06;-4.94;3.78
-0.14;-0.05;1.02;-14.89;-4.70;1.59
-0.15;-0.01;1.03;-16.60;-5.00;0.43
-0.15;0.03;1.03;-12.39;-5.13;0.37
-0.16;0.01;1.01;-3.85;-5.49;1.95
-0.15;-0.02;1.00;4.33;-5.68;4.52
-0.15;-0.04;1.00;8.42;-5.62;7.08
-0.14;-0.07;1.01;9.46;-5.31;8.73
-0.13;-0.08;1.02;6.71;-5.00;8.61
-0.14;-0.09;1.03;1.65;-4.76;6.65
-0.14;-0.10;1.03;-4.52;-4.03;3.97
-0.14;-0.08;1.03;-11.41;-3.60;1.34
-0.16;-0.09;1.03;-17.88;-3.48;-1.10
-0.16;-0.08;1.02;-24.05;-2.62;-2.75
-0.15;-0.02;1.01;-28.81;-1.53;-3.23
-0.15;0.02;1.01;-28.50;-1.53;-2.93
