-0.03;0.06;0.89;-184.51;-12.08;-18.62
-0.05;-0.06;0.82;-192.14;-16.30;-21.18
-0.06;-0.07;0.77;-212.46;-18.92;-21.00
-0.06;-0.07;0.74;-245.00;-20.45;-20.75
-0.05;-0.01;0.70;-282.96;-22.22;-19.53
-0.04;0.10;0.65;-321.53;-23.99;-17.64
-0.02;0.24;0.61;-355.47;-25.45;-16.54
-0.01;0.47;0.63;-381.59;-27.28;-18.43
-0.03;0.64;0.64;-388.98;-29.79;-22.16
-0.09;0.72;0.63;-378.36;-32.10;-23.68
-0.18;0.69;0.60;-363.46;-30.70;-19.78
-0.21;0.69;0.54;-353.94;-24.11;-12.08
-0.18;0.69;0.45;-352.66;-13.61;-4.21
-0.15;0.63;0.36;-359.74;-3.17;1.95
-0.07;0.76;0.28;-377.44;3.91;6.04
0.01;0.91;0.23;-392.64;3.85;5.68
0.04;1.08;0.22;-394.23;-2.99;4.15
-0.02;1.13;0.21;-382.32;-13.12;3.30
-0.07;1.16;0.17;-360.41;-23.07;3.78
-0.10;1.00;0.10;-336.79;-29.60;5.98
-0.16;0.81;0.00;-327.58;-30.58;10.99
-0.12;0.87;-0.06;-337.46;-29.54;16.85
-0.11;0.93;-0.12;-347.90;-30.09;17.76
-0.12;0.99;-0.20;-351.68;-33.08;15.87
-0.10;1.01;-0.27;-347.96;-38.70;14.28
-0.14;0.89;-0.31;-344.48;-44.37;14.47
-0.13;0.90;-0.38;-346.92;-49.87;16.78
-0.13;0.95;-0.40;-351.20;-52.25;17.03
-0.18;1.06;-0.42;-347.29;-51.33;13.49
-0.22;1.11;-0.45;-332.28;-45.41;7.02
-0.18;1.08;-0.51;-307.86;-35.28;-0.61
-0.13;1.01;-0.59;-282.59;-25.76;-5.62
-0.04;1.04;-0.63;-258.42;-19.59;-8.54
-0.03;1.01;-0.67;-227.05;-18.68;-7.14
-0.05;0.99;-0.71;-192.63;-19.90;2.26
-0.06;0.93;-0.75;-161.93;-20.87;16.85
-0.04;0.76;-0.76;-135.38;-21.36;31.19
-0.00;0.69;-0.77;-123.23;-19.84;40.95
0.02;0.72;-0.77;-119.81;-17.94;42.79
0.01;0.75;-0.78;-117.80;-17.94;40.53
-0.04;0.74;-0.75;-114.62;-19.47;40.41
-0.13;0.73;-0.73;-110.66;-19.59;40.65
-0.24;0.73;-0.74;-106.63;-13.85;38.27
-0.28;0.69;-0.76;-101.44;-3.05;37.05
-0.19;0.72;-0.78;-99.91;10.13;36.07
-0.12;0.78;-0.77;-94.48;18.49;35.10
-0.12;0.75;-0.73;-82.03;19.23;35.46
-0.16;0.67;-0.70;-70.25;15.63;37.84
-0.19;0.63;-0.68;-66.35;11.60;39.12
-0.23;0.61;-0.69;-68.79;9.70;37.90
-0.23;0.64;-0.70;-74.04;10.13;36.01
-0.22;0.69;-0.70;-78.37;11.54;32.65
-0.25;0.62;-0.73;-76.72;12.02;29.48
-0.24;0.58;-0.76;-74.89;11.78;29.17
-0.21;0.60;-0.76;-75.99;12.51;30.82
-0.20;0.62;-0.76;-72.33;11.11;32.65
-0.20;0.60;-0.77;-63.48;6.65;35.77
-0.21;0.54;-0.77;-54.20;1.22;37.96
-0.19;0.51;-0.79;-45.78;-5.07;39.49
-0.21;0.47;-0.78;-37.48;-13.24;39.61
-0.29;0.39;-0.76;-28.08;-22.03;39.12
-0.30;0.40;-0.77;-23.44;-27.65;36.80
-0.32;0.38;-0.79;-21.00;-30.82;30.03
-0.28;0.42;-0.80;-22.03;-30.21;20.14
-0.26;0.39;-0.83;-23.86;-28.26;7.69
-0.25;0.39;-0.84;-27.77;-25.45;0.18
