0.05;0.00;1.03;156.13;29.60;17.03
0.06;-0.01;1.02;148.62;23.13;16.72
0.06;-0.03;1.02;145.08;14.16;16.54
0.02;-0.09;1.02;142.76;4.70;14.89
-0.01;-0.18;1.01;139.47;-2.99;13.67
-0.04;-0.26;1.00;131.16;-7.32;14.04
-0.06;-0.30;1.00;117.68;-8.36;15.56
-0.06;-0.26;1.00;102.17;-7.26;15.81
-0.06;-0.22;1.00;89.72;-5.19;13.92
-0.06;-0.23;1.00;82.64;-3.36;10.93
-0.06;-0.19;1.00;77.76;-0.92;8.61
-0.05;-0.17;0.98;76.23;0.55;6.59
-0.04;-0.23;0.96;75.87;0.79;5.62
-0.04;-0.26;0.94;71.41;0.00;4.52
-0.04;-0.30;0.92;63.72;-1.71;3.66
-0.05;-0.29;0.92;54.93;-3.78;3.23
-0.05;-0.27;0.92;48.10;-6.77;3.23
-0.06;-0.28;0.91;44.92;-10.86;2.69
-0.07;-0.28;0.91;41.99;-13.73;2.01
-0.08;-0.25;0.92;40.16;-14.77;1.53
-0.09;-0.23;0.92;40.95;-14.83;0.49
-0.10;-0.27;0.92;44.43;-13.37;-0.49
-0.11;-0.27;0.93;46.33;-9.46;-0.18
-0.11;-0.28;0.93;46.39;-5.80;0.73
-0.10;-0.32;0.94;44.92;-2.56;1.77
-0.09;-0.35;0.96;40.53;0.49;3.30
-0.09;-0.38;0.97;32.41;3.30;4.70
-0.08;-0.41;0.98;21.67;5.31;5.00
-0.09;-0.43;0.99;9.09;6.41;4.76
-0.08;-0.40;1.00;-3.54;7.26;4.39
-0.07;-0.35;1.01;-12.82;7.32;3.60
-0.07;-0.30;1.01;-15.32;5.98;2.01
-0.06;-0.27;1.01;-12.45;3.72;-0.12
-0.07;-0.27;1.00;-6.35;1.40;-1.83
-0.08;-0.29;1.00;0.12;-0.85;-2.50
-0.08;-0.33;0.99;5.37;-2.62;-2.01
-0.08;-0.35;0.98;6.53;-3.17;-1.28
-0.09;-0.37;0.97;4.33;-3.11;-0.49
-0.09;-0.39;0.97;0.18;-2.56;-0.06
-0.09;-0.40;0.98;-5.31;-1.77;0.37
-0.08;-0.39;0.98;-11.35;-0.49;0.67
-0.07;-0.35;0.99;-15.63;-0.49;1.10
-0.06;-0.33;0.99;-17.33;-1.53;1.34
-0.06;-0.30;0.99;-16.97;-2.93;1.22
-0.05;-0.31;0.98;-15.08;-4.82;1.10
-0.06;-0.31;0.97;-13.61;-6.90;0.98
-0.06;-0.32;0.96;-13.79;-8.67;0.61
-0.06;-0.31;0.95;-16.66;-9.34;-0.43
-0.07;-0.32;0.95;-21.18;-9.34;-2.44
-0.08;-0.35;0.94;-28.32;-8.30;-4.39
-0.08;-0.37;0.94;-40.10;-6.29;-5.86
-0.07;-0.39;0.93;-55.73;-4.70;-6.65
-0.07;-0.43;0.93;-75.44;-3.30;-6.16
-0.06;-0.39;0.94;-97.90;-2.20;-4.82
-0.05;-0.33;0.95;-118.10;-2.62;-3.42
-0.05;-0.26;0.96;-132.81;-4.15;-2.38
-0.05;-0.19;0.95;-141.24;-5.49;-2.26
